eacID,nixonName
37-wht-eac-00001235,"Hoffman, Erich"
37-wht-eac-00001236,"Hoffman, Oswald"
37-wht-eac-00001237,"Hoffman, Paul G."
37-wht-eac-00001238,"Hogan, Harry"
37-wht-eac-00001239,"Hogness, John (Dr.)"
37-wht-eac-00001240,"Hogue, John H."
37-wht-eac-00001241,"Hoisington, Elizabeth P."
37-wht-eac-00001242,"Holdridge, John H."
37-wht-eac-00001243,"Hole, Albert E."
37-wht-eac-00001244,"Holifield, Chet"
37-wht-eac-00001245,"Holland, Cliff"
37-wht-eac-00001246,"Holland, Robert"
37-wht-eac-00001247,"Hollen, Christopher Van"
37-wht-eac-00001248,"Holm, Holly"
37-wht-eac-00001249,"Holm, Jeanne M."
37-wht-eac-00001250,"Holt, Cooper"
37-wht-eac-00001251,"Holt, Cooper T."
37-wht-eac-00001252,"Holt, Marjorie S."
37-wht-eac-00001253,"Holton, Linwood"
37-wht-eac-00001254,"Holyoake, Keith J."
37-wht-eac-00001255,"Holzhouser, James"
37-wht-eac-00001256,"Homer, Craig"
37-wht-eac-00001257,"Hone, Ralph (Sir)"
37-wht-eac-00001258,"Hoopes, David C."
37-wht-eac-00001259,"Hoopes, Lorenzo N."
37-wht-eac-00001260,"Hoornstra, Jon D."
37-wht-eac-00001261,"Hoover, J. Edgar"
37-wht-eac-00001262,"Hope, Delores (Reade)"
37-wht-eac-00001263,"Hope, Lelsie T. (""Bob"")"
37-wht-eac-00001264,"Hopkins, Gail"
37-wht-eac-00001265,"Hopkins, Richard"
37-wht-eac-00001266,"Hopkins, William J."
37-wht-eac-00001267,"Horner, Garnett D. (""Jack"")"
37-wht-eac-00001268,"Horsley, Susan"
37-wht-eac-00001269,"Horton, Bill"
37-wht-eac-00001270,"Horton, Frank J."
37-wht-eac-00001271,"Hoskinson, Samuel"
37-wht-eac-00001272,"Hosmer, Craig"
37-wht-eac-00001273,"Houdek, Robert G."
37-wht-eac-00001274,"Houphouet-Boigny, Felix"
37-wht-eac-00001275,"Housewright, James"
37-wht-eac-00001276,"Houston, Neil"
37-wht-eac-00001277,"Houttakker, Henrik S."
37-wht-eac-00001278,"Hovde, Donald I."
37-wht-eac-00001279,"Howard, Bailey K."
37-wht-eac-00001280,"Howard, John A."
37-wht-eac-00001281,"Howard, Marcis"
37-wht-eac-00001282,"Howard, W. Richard"
37-wht-eac-00001283,"Howe, Jonathan T. (Cmdr.)"
37-wht-eac-00001284,"Howell, Carson M."
37-wht-eac-00001285,"Howell, Paul"
37-wht-eac-00001286,"Hruska, Roman L."
37-wht-eac-00001287,"Huber, Robert J."
37-wht-eac-00001288,"Hudnut, William H., III"
37-wht-eac-00001289,"Huebner, Lee W."
37-wht-eac-00001290,"Huff, Sam"
37-wht-eac-00001291,"Sloan, Hugh W., Jr."
37-wht-eac-00001292,"Hughes, James D. (""Don"")"
37-wht-eac-00001293,"Hull, Hadlai A."
37-wht-eac-00001294,"Hullin, Tod R."
37-wht-eac-00001295,"Humphrey, Hubert H."
37-wht-eac-00001296,"Hundley, James M. (Dr.)"
37-wht-eac-00001297,"Hunt, Olive"
37-wht-eac-00001298,"Hunton, Benjamin L. (Brig. Gen.)"
37-wht-eac-00001299,"Huntsman, A. Blaine"
37-wht-eac-00001300,"Huntsman, David"
37-wht-eac-00001301,"Huntsman, James"
37-wht-eac-00001302,"Huntsman, Jon M."
37-wht-eac-00001303,"Huntsman, Jon M., Jr."
37-wht-eac-00001304,"Huntsman, Kathleen"
37-wht-eac-00001305,"Huntsman, Kristina"
37-wht-eac-00001306,"Huntsman, Paul"
37-wht-eac-00001307,"Huntsman, Peter"
37-wht-eac-00001308,"Hurley, John F."
37-wht-eac-00001309,"Hurst, J. Willis"
37-wht-eac-00001310,"Hutchinson, Louise"
37-wht-eac-00001311,"Hyde, Dewitt S."
37-wht-eac-00001312,"Hynes, Bruce"
37-wht-eac-00001313,"Iacocca, Lide A."
37-wht-eac-00001314,"Il'Yashevasaya, Lyudmila I."
37-wht-eac-00001315,"Ill, Charles L."
37-wht-eac-00001316,"Inge, Sally"
37-wht-eac-00001317,"Ingersoll, John E. (""Jack"")"
37-wht-eac-00001318,"Ingersoll, Robert S."
37-wht-eac-00001319,"Ink, Dwight A."
37-wht-eac-00001320,"Irwin, James B. (Col.)"
37-wht-eac-00001321,"Irwin, John N., II"
37-wht-eac-00001322,"Ismail, Hafez"
37-wht-eac-00001323,"Jablonsky, John L."
37-wht-eac-00001324,"Jablonsky, Lea D."
37-wht-eac-00001325,"Jackson, Andrew"
37-wht-eac-00001326,"Jackson, Donald L."
37-wht-eac-00001327,"Jackson, Henry M. (""Scoop"")"
37-wht-eac-00001328,"Jackson, Ralph T."
37-wht-eac-00001329,"Jackson, Samuel C."
37-wht-eac-00001330,"Jackson, Samuel"
37-wht-eac-00001331,"Jacobs, Corinne"
37-wht-eac-00001332,"Jacobs, William P., Jr."
37-wht-eac-00001333,"Jacobsen, Jake"
37-wht-eac-00001334,"Jacobsen, Larry"
37-wht-eac-00001335,"Jacox, Marilyn E."
37-wht-eac-00001336,"Jaffe, Ari"
37-wht-eac-00001337,"Jaffe, Celia"
37-wht-eac-00001338,"Jaffe, Jerome H. (Dr.)"
37-wht-eac-00001339,"Jaffe, Miriam"
37-wht-eac-00001340,"Jaffe, Markus"
37-wht-eac-00001341,"James, E. Pendleton"
37-wht-eac-00001342,"James, Julie"
37-wht-eac-00001343,"James, Russell H."
37-wht-eac-00001344,"James, Rob"
37-wht-eac-00001345,"Jamison, Robert J."
37-wht-eac-00001346,"Jarman, John"
37-wht-eac-00001347,"Jarman, Maxy"
37-wht-eac-00001348,"Jasper, Robert"
37-wht-eac-00001349,"Javits, Jacob K."
37-wht-eac-00001350,"Lund, [First name unknown] (Miss)"
37-wht-eac-00001351,"Jeffery, Robert D."
37-wht-eac-00001352,"Jeffrey, James"
37-wht-eac-00001353,"Jencks, Richard W."
37-wht-eac-00001354,"Jenkins, Karen D."
37-wht-eac-00001355,"Denton, Jeremiah A., Jr."
37-wht-eac-00001356,"Jha, Lakshmi Kant"
37-wht-eac-00001357,"Keys, Jim"
37-wht-eac-00001358,"John, Bobbie"
37-wht-eac-00001359,"Johnson, Arte"
37-wht-eac-00001360,"Johnson, Alan R."
37-wht-eac-00001361,"Johnson, Claudia A."
37-wht-eac-00001362,"Johnson, Donald E."
37-wht-eac-00001363,"Johnson, Einar"
37-wht-eac-00001364,"Johnson, Ed"
37-wht-eac-00001365,"Johnson, Eva M."
37-wht-eac-00001366,"Johnson, Glenn R. (Col.)"
37-wht-eac-00001367,"Johnson, Hugo"
37-wht-eac-00001368,"Johnson, James E."
37-wht-eac-00001369,"Johnson, Jacqueline"
37-wht-eac-00001370,"Johnson, James P. (""Jim"")"
37-wht-eac-00001371,"Johnson, Lyndon B."
37-wht-eac-00001372,"Johnson, Maurice"
37-wht-eac-00001373,"Johnson, Paul L."
37-wht-eac-00001374,"Johnson, Roger E."
37-wht-eac-00001375,"Johnson, Robert"
37-wht-eac-00001376,"Johnson, Reginald"
37-wht-eac-00001377,"Johnson, U. Alexis"
37-wht-eac-00001378,"Johnson, William H."
37-wht-eac-00001379,"Johnson, Wallace H."
37-wht-eac-00001380,"Johnson, Willis J."
37-wht-eac-00001381,"Johnson, Wendy"
37-wht-eac-00001382,"Johnson, Wally"
37-wht-eac-00001383,"Johnson-Gilbert, Ian A. (Sir)"
37-wht-eac-00001384,"Johnston, Hunter"
37-wht-eac-00001385,"Johnston, J. Bennett, III"
37-wht-eac-00001386,"Johnston, J. Bennett, Jr."
37-wht-eac-00001387,"Johnston, Janet J."
37-wht-eac-00001388,"Johnston, Mary"
37-wht-eac-00001389,"Johnston, Sally"
37-wht-eac-00001390,"Jonas, Charles R."
37-wht-eac-00001391,"Jones, Edward V."
37-wht-eac-00001392,"Jones, Harding"
37-wht-eac-00001393,"Jones, Lauren"
37-wht-eac-00001394,"Jones, Michael S."
37-wht-eac-00001395,"Jones, Paul R."
37-wht-eac-00001396,"Jones, Robert"
37-wht-eac-00001397,"Jones, T. Harding"
37-wht-eac-00001398,"Jonsson, J. Erik"
37-wht-eac-00001399,"Jordan, B. Everett (Mrs.)"
37-wht-eac-00001400,"Jordan, Diane"
37-wht-eac-00001401,"Jordan, Kim"
37-wht-eac-00001402,"Jordan, Shelby"
37-wht-eac-00001403,"Jordan, Vernon E., Jr."
37-wht-eac-00001404,"Jorden, William J."
37-wht-eac-00001405,"Joss, Robert"
37-wht-eac-00001406,"Zumwalt, Elmo R., Jr. (Adm.)"
37-wht-eac-00001407,"Eachon, Jack, Jr."
37-wht-eac-00001408,"Lujan, Manuel, Jr."
37-wht-eac-00001409,"Jurgenson, Christian A. (""Sonny"")"
37-wht-eac-00001410,"Kabis, Dorothy A."
37-wht-eac-00001411,"Kahn, Herman"
37-wht-eac-00001412,"Kamner, James"
37-wht-eac-00001413,"Kamp, Carl"
37-wht-eac-00001414,"Kampen, Robert Van"
37-wht-eac-00001415,"Kane, Frank"
37-wht-eac-00001416,"Kankaratne, Neville"
37-wht-eac-00001417,"Kaplan, Jeremiah"
37-wht-eac-00001418,"Kaplow, Herbert E."
37-wht-eac-00001419,"Karalekas, S. Steven"
37-wht-eac-00001420,"Karanz, Karl"
37-wht-eac-00001421,"Karim, Knayet"
37-wht-eac-00001422,"Kari-Neilsen, J. U."
37-wht-eac-00001423,"Karle, Isabella L."
37-wht-eac-00001424,"Katz, John"
37-wht-eac-00001425,"Kauffman, John W."
37-wht-eac-00001426,"Kauffmann, John H."
37-wht-eac-00001427,"Kaufman, Judy"
37-wht-eac-00001428,"Kaupinen, Allen G."
37-wht-eac-00001429,"Kay, Morris"
37-wht-eac-00001430,"Kaye, Beverly J."
37-wht-eac-00001431,"Kearney, Tom"
37-wht-eac-00001432,"Kearns, Henry"
37-wht-eac-00001433,"Keating, Kenneth B."
37-wht-eac-00001434,"Keating, William J."
37-wht-eac-00001435,"Keaton, Richard"
37-wht-eac-00001436,"Keeler, Ruby"
37-wht-eac-00001437,"Keeler, William W."
37-wht-eac-00001438,"Keeling, Wadell"
37-wht-eac-00001439,"Kehrli, Bruce A."
37-wht-eac-00001440,"Kehrli, Bruce J."
37-wht-eac-00001441,"Keldysh, Mistislav V."
37-wht-eac-00001442,"Keller, John J."
37-wht-eac-00001443,"Keller, Vickie L."
37-wht-eac-00001444,"Kelley, Roger T."
37-wht-eac-00001445,"Kelley, Thomas J."
37-wht-eac-00001446,"Kellogg, Francis L."
37-wht-eac-00001447,"Kelly, Bernard E."
37-wht-eac-00001448,"Kelly, John B., Jr."
37-wht-eac-00001449,"Kemp, Jack F."
37-wht-eac-00001450,"Kendall, Donald McI."
37-wht-eac-00001451,"Kendall, Donald McI. (Mrs.)"
37-wht-eac-00001452,"Kendall, Donald McI., Jr."
37-wht-eac-00001453,"Kendall, Glen R."
37-wht-eac-00001454,"Kendall, Kent C."
37-wht-eac-00001455,"Kendall, William T."
37-wht-eac-00001456,"Kenna, E. D."
37-wht-eac-00001457,"Kennedy, David M."
37-wht-eac-00001458,"Kennedy, Edward M."
37-wht-eac-00001459,"Kennedy, Richard T. (Col.)"
37-wht-eac-00001460,"Rietz, Kenneth C."
37-wht-eac-00001461,"Keogh, James"
37-wht-eac-00001462,"Keppey, Roy B."
37-wht-eac-00001463,"Kernodle, John R. (Dr.)"
37-wht-eac-00001464,"Ketchum, William M."
37-wht-eac-00001465,"Kevin, Ivery"
37-wht-eac-00001466,"Keyes, Paul W."
37-wht-eac-00001467,"Khammao, Prince"
37-wht-eac-00001468,"Khan, Mohammed Ayub"
37-wht-eac-00001469,"Khan, Sudruddin Aga"
37-wht-eac-00001470,"Khan, Sultan Mohammad"
37-wht-eac-00001471,"Khar, Mustafa"
37-wht-eac-00001472,"Khosrovi, Carol M."
37-wht-eac-00001473,"Kibrick, Anne (Dr.)"
37-wht-eac-00001474,"Kiely, Sandra I."
37-wht-eac-00001475,"Kiernan, Edward J."
37-wht-eac-00001476,"Kilberg, Barbara (""Bobbie"") (Greene)"
37-wht-eac-00001477,"Killebrew, Harmon"
37-wht-eac-00001478,"Kilpatrick, Carroll"
37-wht-eac-00001479,"Kilpatrick, Frandk"
37-wht-eac-00001480,"Kilpatrick, Mary Jo"
37-wht-eac-00001481,"Kim, Dong Jo"
37-wht-eac-00001482,"Kimura, Toshio"
37-wht-eac-00001483,"King, Gerturde"
37-wht-eac-00001484,"Kingwell, Donna J."
37-wht-eac-00001485,"Kinney, John"
37-wht-eac-00001486,"Kinsella, Dale"
37-wht-eac-00001487,"Kinsey, Douglas K."
37-wht-eac-00001488,"Kinsley, Daniel T."
37-wht-eac-00001489,"Kirk, Annette"
37-wht-eac-00001490,"Kirk, Constance"
37-wht-eac-00001491,"Kirk, Russell A."
37-wht-eac-00001492,"Kirker, Lorraine"
37-wht-eac-00001493,"Kirkland, [Joseph] Lane"
37-wht-eac-00001494,"Kissinger, Henry A."
37-wht-eac-00001495,"Kissinger, Louis"
37-wht-eac-00001496,"Kissinger, Paul (""Stern"")"
37-wht-eac-00001497,"Klein, Herbert G."
37-wht-eac-00001498,"Klein, John V. N."
37-wht-eac-00001499,"Kleindienst, Richard G."
37-wht-eac-00001500,"Kleinknecht, C. Fred"
37-wht-eac-00001501,"Kleppe, Glenda L. (Gompf)"
37-wht-eac-00001502,"Kleppe, Jill"
37-wht-eac-00001503,"Kleppe, Jane"
37-wht-eac-00001504,"Kleppe, Thomas S."
37-wht-eac-00001505,"Klieman, Carik"
37-wht-eac-00001506,"Klieman, Paul"
37-wht-eac-00001507,"Kline, Richard G."
37-wht-eac-00001508,"Klinger, Keith E."
37-wht-eac-00001509,"Knapp, Helene"
37-wht-eac-00001510,"Knauer, Virginia H."
37-wht-eac-00001511,"Knebel, John A."
37-wht-eac-00001512,"Knighton, Curtis (Mrs.)"
37-wht-eac-00001513,"Knipling, Edward F."
37-wht-eac-00001514,"Koch, Noel C."
37-wht-eac-00001515,"Kolb, Charles"
37-wht-eac-00001516,"Koontz, Elizabeth D."
37-wht-eac-00001517,"Korbut, Olga V."
37-wht-eac-00001518,"Korologos, Thomas C."
37-wht-eac-00001519,"Kosciusko-Morizet, Jacques"
37-wht-eac-00001520,"Koshel, Antonina V."
37-wht-eac-00001521,"Kraemer, Fritz G. A."
37-wht-eac-00001522,"Kramer, Carl"
37-wht-eac-00001523,"Kraslow, David"
37-wht-eac-00001524,"Krell, Ruth L."
37-wht-eac-00001525,"Krieger, Florence"
37-wht-eac-00001526,"Kriegsman, William E."
37-wht-eac-00001527,"Krimer, William"
37-wht-eac-00001528,"Krock, Arthur"
37-wht-eac-00001529,"Krogh, Egil (""Bud""), Jr."
37-wht-eac-00001530,"Krol, John Cardinal"
37-wht-eac-00001531,"Krulak, Victor H."
37-wht-eac-00001532,"Kuhfuss, William J."
37-wht-eac-00001533,"Kuhn, Bowie K."
37-wht-eac-00001534,"Kull, John"
37-wht-eac-00001535,"Kunzig, Robert L."
37-wht-eac-00001536,"Kurz, Lillian"
37-wht-eac-00001537,"Kurzman, Stephen"
37-wht-eac-00001538,"Kusterer, Hermann"
37-wht-eac-00001539,"Kusuda, Minoru"
37-wht-eac-00001540,"Kuykendall, Daniel H."
37-wht-eac-00001541,"Kyl, John"
37-wht-eac-00001542,"LaFontant, Jewell R."
37-wht-eac-00001543,"Lagdameo, Ernesto V."
37-wht-eac-00001544,"LaHay, Wauhillau"
37-wht-eac-00001545,"Laird, Melvin R."
37-wht-eac-00001546,"Lake, Tom"
37-wht-eac-00001547,"Lallathin, Susan"
37-wht-eac-00001548,"Lam, Tran Van"
37-wht-eac-00001549,"Landers, Ann"
37-wht-eac-00001550,"Landi, Paul"
37-wht-eac-00001551,"Landry, Tom"
37-wht-eac-00001552,"Lane, Zeph"
37-wht-eac-00001553,"Langan, Thomas (Mrs.)"
37-wht-eac-00001554,"Lanusse, Alejandro A. (Gen.)"
37-wht-eac-00001555,"Laraki, Moulay Ahmed"
37-wht-eac-00001556,"Larkin, Felix E."
37-wht-eac-00001557,"Larry, R. Heath"
37-wht-eac-00001558,"Larsen, Holger"
37-wht-eac-00001559,"Larson, Clarence"
37-wht-eac-00001560,"Larson, Charles R."
37-wht-eac-00001561,"Larson, John W."
37-wht-eac-00001562,"Larson, Richard"
37-wht-eac-00001563,"Larson, Robert L., Jr."
37-wht-eac-00001564,"Larson, Stephen"
37-wht-eac-00001565,"LaRue, Fredrick C."
37-wht-eac-00001566,"Larzelere, Alexander R. (Cmdr.)"
37-wht-eac-00001567,"Larzelere, Alexander R., Jr."
37-wht-eac-00001568,"Larzelere, Paul"
37-wht-eac-00001569,"Larzelere, William"
37-wht-eac-00001570,"LaSalle, John H."
37-wht-eac-00001571,"Lasker, Bernard J. (""Bunny"")"
37-wht-eac-00001572,"Lasky, Patricia (Pratt)"
37-wht-eac-00001573,"Lasky, Victor"
37-wht-eac-00001574,"LaSpada, Carmella"
37-wht-eac-00001575,"Latta, Delbert L."
37-wht-eac-00001576,"Lauer, Ann Marie"
37-wht-eac-00001577,"Lauer, Kevin"
37-wht-eac-00001578,"Lauer, Kathy"
37-wht-eac-00001579,"Lauer, Michael"
37-wht-eac-00001580,"Laughlin, Carl (Dr.)"
37-wht-eac-00001581,"Laughter, Wade"
37-wht-eac-00001582,"O'Conner, Lawrence L."
37-wht-eac-00001583,"Lawry, Sylvia"
37-wht-eac-00001584,"Lazakovich, Tamara V."
37-wht-eac-00001585,"Lazelere, Alexander"
37-wht-eac-00001586,"Leacocas, Jack"
37-wht-eac-00001587,"Leadbeter, Karel J."
37-wht-eac-00001588,"Leavitt, Mary Kay"
37-wht-eac-00001589,"Leber, George J."
37-wht-eac-00001590,"Lederer, Robert"
37-wht-eac-00001591,"Lee, Harold"
37-wht-eac-00001592,"Lee, Jae Chul"
37-wht-eac-00001593,"Lee, Jill"
37-wht-eac-00001594,"Lee, Julia"
37-wht-eac-00001595,"Lee, Robert D. (""Bob"")"
37-wht-eac-00001596,"Lemery, Irene"
37-wht-eac-00001597,"Lemery, Loren"
37-wht-eac-00001598,"Leonard, Fred"
37-wht-eac-00001599,"Leonard, William A., II"
37-wht-eac-00001600,"Leone, Gene"
37-wht-eac-00001601,"Leopold, Alice K."
37-wht-eac-00001602,"LeTendre, Andre"
37-wht-eac-00001603,"Letson, William N."
37-wht-eac-00001604,"Letton, A. Hamblin"
37-wht-eac-00001605,"Letton, Alice"
37-wht-eac-00001606,"Levitas, Robert"
37-wht-eac-00001607,"Levy, Alfred"
37-wht-eac-00001608,"Levy, Gustave"
37-wht-eac-00001609,"Lewine, Frances"
37-wht-eac-00001610,"Lewis, Bryan"
37-wht-eac-00001611,"Lewis, Hobart D."
37-wht-eac-00001612,"Lewis, Jesse"
37-wht-eac-00001613,"Lezar, Harold L., Jr."
37-wht-eac-00001614,"Lias, Thomas L."
37-wht-eac-00001615,"Lincoln, George A. (Gen.)"
37-wht-eac-00001616,"Linden, Frank van der"
37-wht-eac-00001617,"Lindner, George"
37-wht-eac-00001618,"Lindsell, Harold"
37-wht-eac-00001619,"Lingle, Walter L., Jr."
37-wht-eac-00001620,"Linkletter, Arthur F. (""Art"")"
37-wht-eac-00001621,"Lippmann, Walter"
37-wht-eac-00001622,"Lisagor, Peter"
37-wht-eac-00001623,"Little, C. Edward (Mrs.)"
37-wht-eac-00001624,"Little, James"
37-wht-eac-00001625,"Lloyd, Sherman"
37-wht-eac-00001626,"Lloyd, Sherman P."
37-wht-eac-00001627,"Lockwood, R. Lee"
37-wht-eac-00001628,"Lodge, Emily (Sears)"
37-wht-eac-00001629,"Lodge, Henry Cabot"
37-wht-eac-00001630,"Lodge, John D."
37-wht-eac-00001631,"Loeb, Marshall"
37-wht-eac-00001632,"Loeffke, Bernard"
37-wht-eac-00001633,"Lolich, Mickey S."
37-wht-eac-00001634,"Lombardi, Marie"
37-wht-eac-00001635,"Long, Leslie O."
37-wht-eac-00001636,"Long, Russell B."
37-wht-eac-00001637,"Longley, Bemjamin L."
37-wht-eac-00001638,"Longworth, Alice Roosevelt"
37-wht-eac-00001639,"Lonstreth, William Thacher"
37-wht-eac-00001640,"Loomis, Phillip A."
37-wht-eac-00001641,"Lord, Martha"
37-wht-eac-00001642,"Lord, Mary Pillsbury"
37-wht-eac-00001643,"Lord, Winston"
37-wht-eac-00001644,"Lott, Trent"
37-wht-eac-00001645,"Lousma, Jack R."
37-wht-eac-00001646,"Love, John A."
37-wht-eac-00001647,"Lovell, Malcolm R., Jr."
37-wht-eac-00001648,"Lovestone, Jay"
37-wht-eac-00001649,"Low, George M."
37-wht-eac-00001650,"Low, James"
37-wht-eac-00001651,"Low, James P."
37-wht-eac-00001652,"Lozano, Ignacio E., Jr."
37-wht-eac-00001653,"Lubar, Robert"
37-wht-eac-00001654,"Lubell, Samuel"
37-wht-eac-00001655,"Luboja, Jeanne"
37-wht-eac-00001656,"Lucet, Charles E."
37-wht-eac-00001657,"Lucet, Charles"
37-wht-eac-00001658,"Lugar, Richard G."
37-wht-eac-00001660,"Lukash, William M."
37-wht-eac-00001661,"Lumbroso, Felix"
37-wht-eac-00001662,"Lundin, Oscar A."
37-wht-eac-00001663,"Lungren, Loretta"
37-wht-eac-00001664,"Luns, Joseph M. A."
37-wht-eac-00001665,"Luther, Edwin R."
37-wht-eac-00001666,"Lutnass, Magnus"
37-wht-eac-00001667,"Luzak, Karen"
37-wht-eac-00001668,"Lynch, Dan"
37-wht-eac-00001669,"Lynch, John M. (""Jack"")"
37-wht-eac-00001670,"Lynden, Baron Rijnard B. Van"
37-wht-eac-00001671,"Lyng, Richard E."
37-wht-eac-00001672,"Lynn, Fred"
37-wht-eac-00001673,"Lynn, James T."
37-wht-eac-00001674,"Lynn, James T."
37-wht-eac-00001675,"Lynn, Laurece E."
37-wht-eac-00001676,"Lyons, John H. (""Jack"")"
37-wht-eac-00001677,"Lyons, John T."
37-wht-eac-00001678,"Lyons, Kenneth R."
37-wht-eac-00001679,"MacArthur, Douglas, II"
37-wht-eac-00001680,"MacDonald, Gordon J. F."
37-wht-eac-00001681,"MacGregor, Clark"
37-wht-eac-00001682,"MacIver, John K."
37-wht-eac-00001683,"Mackey, John"
37-wht-eac-00001684,"Mackin, Francis C."
37-wht-eac-00001685,"Macomber, William B., Jr."
37-wht-eac-00001686,"Madigan, Edward R."
37-wht-eac-00001687,"Madonna, Daniel F."
37-wht-eac-00001688,"Maga, Hubert"
37-wht-eac-00001689,"Magdanz, Don F."
37-wht-eac-00001690,"Magee, David M."
37-wht-eac-00001691,"Magner, John G."
37-wht-eac-00001692,"Magruder, Jeb Stuart"
37-wht-eac-00001693,"Magruder, William M."
37-wht-eac-00001694,"Mahaffey, Robert"
37-wht-eac-00001695,"Mahon, George H."
37-wht-eac-00001696,"Mahon, Jack"
37-wht-eac-00001697,"Mahoney, David J., Jr."
37-wht-eac-00001698,"Maisel, Sherman J."
37-wht-eac-00001699,"Malek, Frederic V."
37-wht-eac-00001700,"Malfatti, Franco Mario"
37-wht-eac-00001701,"Malik, Adam"
37-wht-eac-00001702,"Mallary, Richard W."
37-wht-eac-00001703,"Malraux, Andre"
37-wht-eac-00001704,"Maltester, Jack D."
37-wht-eac-00001705,"Manarin, Rosemary"
37-wht-eac-00001706,"Mandel, Marvin"
37-wht-eac-00001707,"Manescu, Maneo"
37-wht-eac-00001708,"Manesiotis, Louis G."
37-wht-eac-00001709,"Manfield, Anne"
37-wht-eac-00001710,"Mann, Phillip"
37-wht-eac-00001711,"Manning, Gordon"
37-wht-eac-00001712,"Mansfield, Michael J. (""Mike"")"
37-wht-eac-00001713,"Mara, Susan"
37-wht-eac-00001714,"Mara, Wellington T."
37-wht-eac-00001715,"Marchetti, Charles"
37-wht-eac-00001716,"Marcos, Imedla"
37-wht-eac-00001717,"Margiotta, Joseph M."
37-wht-eac-00001718,"Marin, Eugene A."
37-wht-eac-00001719,"Marks, Herbert E."
37-wht-eac-00001720,"Marks, Leonard H."
37-wht-eac-00001721,"Markwell, Kevin"
37-wht-eac-00001722,"Marland, Sidney P., Jr. (Dr.)"
37-wht-eac-00001723,"Maroon, Fred"
37-wht-eac-00001724,"Marrinsen, Ralph"
37-wht-eac-00001725,"Marriott, Alice (Sheets)"
37-wht-eac-00001726,"Marriott, J. Willard"
37-wht-eac-00001727,"Marrs, Mabel"
37-wht-eac-00001728,"Marsh, Edwin E."
37-wht-eac-00001729,"Marsh, John O., Jr."
37-wht-eac-00001730,"Marsh, Winston W."
37-wht-eac-00001731,"Marshall, Anthony D."
37-wht-eac-00001732,"Marshall, Chris"
37-wht-eac-00001733,"Marshall, J. Paull"
37-wht-eac-00001734,"Marshall, Michael M."
37-wht-eac-00001735,"Marskevich, Vladimir V."
37-wht-eac-00001736,"Martin, Dick"
37-wht-eac-00001737,"Martin, David T."
37-wht-eac-00001738,"Martin, John B."
37-wht-eac-00001739,"Martin, James G."
37-wht-eac-00001740,"Martin, Josephine"
37-wht-eac-00001741,"Martin, Linda"
37-wht-eac-00001742,"Martin, Laura"
37-wht-eac-00001743,"Martin, Paul L."
37-wht-eac-00001744,"Martin, Robert"
37-wht-eac-00001745,"Martin, Tony"
37-wht-eac-00001746,"Martinez, Ted F."
37-wht-eac-00001747,"Martino, Frank Nilson, Jr."
37-wht-eac-00001748,"Marumoto, William H."
37-wht-eac-00001749,"Marzullo, Vito"
37-wht-eac-00001750,"Mason, Frank (Mrs.)"
37-wht-eac-00001751,"Mason, John"
37-wht-eac-00001752,"Massarini, Aldo"
37-wht-eac-00001753,"Matak, Sisowath Sirik"
37-wht-eac-00001754,"Mathias, A. O."
37-wht-eac-00001755,"Mathis, Welon L."
37-wht-eac-00001756,"Matson, Barbara"
37-wht-eac-00001757,"Matson, Bruce"
37-wht-eac-00001758,"Matson, Ollie"
37-wht-eac-00001759,"Matthews, Dianne C."
37-wht-eac-00001760,"Matthews, Joseph L."
37-wht-eac-00001761,"Mattingly, Thomas K., III"
37-wht-eac-00001762,"Mattis, Joseph F."
37-wht-eac-00001763,"Maupin, Armistad J., Jr."
37-wht-eac-00001764,"Maurice, John M."
37-wht-eac-00001765,"May, Andrew J."
37-wht-eac-00001766,"Mayer, Howard"
37-wht-eac-00001767,"Mayer, Lawrence"
37-wht-eac-00001768,"Mayne, Wiley"
37-wht-eac-00001769,"Mazon, Rosemary"
37-wht-eac-00001770,"McArdle, Paul"
37-wht-eac-00001771,"McArthur, Richard W."
37-wht-eac-00001772,"McCaffree, Kenneth M."
37-wht-eac-00001773,"McCann, Terence D."
37-wht-eac-00001774,"McCarrick, Theodore E."
37-wht-eac-00001775,"McCarroll, John"
37-wht-eac-00001776,"McCarthy, Jack"
37-wht-eac-00001777,"McCarthy, William J."
37-wht-eac-00001778,"McClain, Bill"
37-wht-eac-00001779,"McClellan, John L."
37-wht-eac-00001780,"McClennan, W. Howard"
37-wht-eac-00001781,"McClintock, LynRae"
37-wht-eac-00001782,"McClory, Robert"
37-wht-eac-00001783,"McCloskey, Robert J."
37-wht-eac-00001784,"McCloy, John J."
37-wht-eac-00001785,"McClure, James A."
37-wht-eac-00001786,"McCollister, John"
37-wht-eac-00001787,"McConahey, Steve"
37-wht-eac-00001788,"McConaughy, Walter P."
37-wht-eac-00001789,"McConnell, David"
37-wht-eac-00001790,"McCormack, John W."
37-wht-eac-00001791,"McCowan, John"
37-wht-eac-00001792,"McCoy, Richard J. (SGM)"
37-wht-eac-00001793,"McCracken, Paul W."
37-wht-eac-00001794,"McCrane, Joseph M."
37-wht-eac-00001795,"McCurdy, Richard C."
37-wht-eac-00001796,"McDonald, John B."
37-wht-eac-00001797,"McDonald, Jack H."
37-wht-eac-00001798,"McDowell, Paul"
37-wht-eac-00001799,"McElroy, Neil H."
37-wht-eac-00001800,"McFall, John J."
